"Country",Latitude,Longitude,"SiteID","SiteName"
"France",46.2167,1.06667,"S2525","LA MASTINE, Nuaillé-d'Aunis, Charente-Maritime"
"France",47.05,4.75,"S2526","LA MOLLE PIERRE"
"France",47,-0.2,"S2527","LA MOTTE DES JUSTICES"
"France",45.22,1.45,"S2529","LA NAU"
"France",48.93,2.81,"S2530","LA NOUE FENARD"
"France",45.1333,5.5333,"S2531","La Passagère"
"France",49.04,-1.48,"S2537","LA PIGASSIERE"
"France",49.21,1.39,"S2539","LA PLANTE A TABAC"
"France",48.93,2.81,"S2540","LA PORTE AUX BERGERS"
"France",43.25,2.21667,"S2541","LA POSTE VIEILLE"
"France",44.12,3.18,"S2542","La Poujade"
"France",44.25,3.35,"S2544","la Prade grotte Maurice"
"France",44.72,4.94,"S2545","LA PRAIRIE"
"France",46.43,-1.47,"S2546","LA PREE NOIRE, Bernard, Vendée"
"France",45.77,-1.14,"S2547","LA PRISE DE L'ATELIER"
"France",46.89,4.7,"S2548","LA REDOUTE"
"France",44.53,4.72,"S2551","La Roberte"
"France",47.06,6.67,"S2553","La Roche aux Pêcheurs"
"France",47.2667,5.75,"S2554","La Roche cave"
"France",43.96,5.04,"S2556","La Roque sure Perne Fraischamp"
"France",43.81,4.31,"S2557","LA ROUSSILLONNE SUD"
"France",49.1598,3.4553,"S2560","La Sablonnière de Coincy"
"France",43.22,2.35,"S2561","LA SALLE"
"France",44.4,4.22,"S2562","La Tardive"
"France",43.52,1.3,"S2563","LA TERRASSE"
"France",47.84,-4.28,"S2564","La Torche"
"France",49.24,6.21,"S2565","LA TOURNAILLE"
"France",46.3472,-1.46789,"S2566","La Tranche sur Mer Grouin du Cou"
"France",47.4333,6.45,"S2567","LA TUILERIE"
"France",44.32,4.6,"S2571","la Vessigne"
"France",48.09,3.29,"S2574","LA VIEILLE LAME"
"Netherlands",52.9341,6.5189,"S2576","Laaghalerveld"
"France",44.35,4.4,"S2578","Les Trespasse Labastide de Virac "
"France",45.53,6.05,"S2579","LAC DE LA THUILE"
"France",45.69,5.83,"S2580","LAC DE ST JEAN DU CHEVELU"
"France",44.47,-1.16,"S2581","LAC DU SANGUINET"
"France",45.14,6.05,"S2582","LAC VERNEY"
"Great Britain",52.3096,0.6143,"S2583","Lackford Heath"
"Great Britain",55.3094,-1.5525,"S2584","Lacustrine mud exposed in seacliff: multicomponent (Meso, BA) site"
"France",43.1041,2.35081,"S2585","Ladern Ribos de Bila"
"Netherlands",53.2358,6.7122,"S2587","Lageland I"
"France",43.894,5.11463,"S2589","Lagnes Claparouse"
"France",46.6,4.8,"S2594","LAGUNE DE CORLAY"
"Great Britain",57.993,-4.40244,"S2595","Lairg"
"Great Britain",51.5481,-1.5341,"S2597","Lambourn"
"Germany",54.3684,13.6354,"S2598","Lancken-Granitz"
"Austria",48.31,16.36,"S2599","Lang-Enzersdorf"
"Sweden",55.4,13.49,"S2600","Långåker"
"Great Britain",54.4629,-3.1202,"S2602","Langdale"
"France",47.8333,-3.16667,"S2603","LANGUIDIC"
"France",47.85,-2.78333,"S2604","LARCUSTE"
"Netherlands",52.26,5.22,"S2605","Laren, Het Bluk"
"France",44.08,3.17,"S2606","Le Gendarme - La roque Marguerite"
"France",42.62,3,"S2608","LAS CHINCHETTES"
"France",45.05,1.1833,"S2609","Lascaux"
"Switzerland",46.5228,6.63496,"S2611","Lausanne - Cathédrale Place Nord"
"Switzerland",46.5128,6.61112,"S2612","Lausanne - Vidy"
"France",50.3851,3.05,"S2614","LAUWIN-PLANQUE-AV. J. CARTIER"
"France",43.54,1.35,"S2615","LAVIMONA, Lycée de Cugnaux"
"France",48.35,-4.77,"S2618","LE BILOU"
"France",47.44,-0.22,"S2620","LE BOULEROT"
"France",48.13,3.3,"S2621","LE BRASSOT EST"
"France",45.78,3.08,"S2623","LE BREZET"
"France",47.46,-2.01,"S2624","LE BRIVET"
"France",49.19,0.76,"S2625","LE BUHOT"
"France",48.85,-0.04,"S2626","LE CAMP DE BIERRE"
"France",43.37,5.21667,"S2628","LE CAMP DE LAURE"
"France",48.15,2.73,"S2629","LE CAMP"
"France",47.02,0.6,"S2631","LE CARROI POTET"
"France",45.32,6.99,"S2632","LE CHATEAU"
"France",45.84,-0.41,"S2634","LE CHEMIN ST JEAN"
"France",47.33,1.42,"S2635","LE CHENE DES FOUTEAUX"
"France",43.9333,4.35,"S2636","LE CHEVAL"
"France",44.42,3.09,"S2637","LE CLOS DE POUJOL"
"France",48.87,2.15,"S2638","LE CLOSEAU"
"France",43.43,5.43,"S2639","LE COL SAINTE ANNE"
"France",44.835,0.972768,"S2640","Eybral, Le Coux et Bigaroque"
"France",43.39,3.23,"S2641","LE CRES"
"France",45.62,6.01,"S2642","LE CREUX DES ELAPHES"
"France",49.03,1.1,"S2643","LE CROISSANT 1"
"France",49.56,0.12,"S2644","LE CROQUET"
"France",45.63,4.22,"S2645","LE CUIZET"
"France",49.38,3.43,"S2646","LE CULOT"
"France",43.55,5.6,"S2647","Le DALADE Grotte"
"France",48.85,2.53333,"S2649","LE FOSSE DE TRAVERS"
"France",44.6833,5.33333,"S2650","LE FOURNET"
"France",49.22,1.29,"S2655","LE GORGEON DES RUES"
"France",49.09,-0.35,"S2656","LE GRAND CHAMP"
"France",49.38,3.51,"S2657","LE GRAND HORLE"
"France",47.26,0.99,"S2658","LE GRAND ORMEAU - A85"
"France",47.46,4.88,"S2660","LE GRAND TAILLEZ"
"France",48.7167,-3.83333,"S2661","LE GUERZIT"
"France",48.4,-1.32,"S2662","LE HAUT MEE"
"France",49.14,-0.35,"S2663","La Hoguette (Fontenay-le-Marmion)"
"France",49.2,-0.3,"S2664","Lazzaro"
"France",48.9462,4.02248,"S2665","Le Mesnil-Oger, les Mournouards"
"France",42.98,0.58,"S2667","Le Moulin"
"France",43.3,5.87,"S2668","Le MOUNOI GROTTE DU VIEUX"
"France",43.64,5.64,"S2669","Le Mourre Grotte du"
"France",45.17,1.17,"S2670","LE MUGUET"
"France",45.62,6.77,"S2671","LE NOYERAI 1"
"France",49.22,3.51,"S2673","LE PARC DU CHATEAU"
"France",46.72,4.93,"S2674","LE PETIT BOIS"
"France",49.95,2.17,"S2675","LE PETIT MARAIS"
"France",46.89,1.71,"S2676","LE PETIT VERGER"
"France",44.27,4.69,"S2677","Le Petites Baties"
"France",43.29,5.36,"S2678","LE PHARO"
"France",45.06,3.86,"S2679","Polignac Le Pirou"
"France",43.7,4.3,"S2680","Le Plaisir"
"France",49.41,3.82,"S2681","LE PORT AUX MARBRES"
"France",48.0999,3.2488,"S2682","Le Pré des Forges"
"France",43.23,0.11,"S2683","LE PRESBYTERE"
"France",45.56,6.65,"S2684","LE REPLAT"
"France",46.08,5.37,"S2686","Le ROSEAU GROTTE DU"
"France",49.0833,1,"S2687","LE ROUGEMON"
"France",47.5667,-2.96667,"S2688","LE ROUICK"
"France",43.55,5.22,"S2689","Le Rove , Camp de Laure"
"France",44.7,1.72,"S2690","LE SANGLIER GROTTE"
"France",48.01,-4.49,"S2692","LE SOUCH"
"France",45.79,5.47,"S2693","LE SOUHAIT"
"France",45.8,0.31,"S2694","LE TROU AMIAULT"
"France",47.3167,4.78333,"S2695","LE TROU DU DIABLE"
"France",47,4.71667,"S2696","LE TROU QUI FUME"
"France",44.34,4.77,"S2697","LE VALLADAS"
"France",46.9833,4.71667,"S2698","LE VERGER"
"France",45.45,5.13,"S2699","LE VERNAI"
"France",49.41,3.91,"S2700","LE VIEUX TORDOIR"
"Netherlands",53.1668,6.3635,"S2704","Leek-AZC"
"Netherlands",53.1797,6.353,"S2706","Leek-Mensumaweg"
"Belgium",51.1444,2.8702,"S2707","Leffinge"
"Netherlands",52.0781,4.4003,"S2708","Leidschendam-Prinsenhof"
"Netherlands",52.5097,5.4775,"S2710","Lelystad"
"Switzerland",47.3879,8.17662,"S2712","Lenzburg - Goffersberg"
"France",49.29,1.2,"S2715","Lery, Les Petits Pres"
"France",49.73,0.66,"S2716","LES 3 COLOMBIERS"
"France",43.88,5.4,"S2717","LES AGNELS"
"France",47.32,-0.41,"S2718","Les Pichelots, Les Alleuds "
"France",48.75,2.35,"S2719","LES ANTES"
"France",49.85,2.23,"S2721","LES BAQUETS"
"France",45,2.55,"S2722","LES BARAQUETTES"
"France",48.3,3.29,"S2723","LES BASSES VEUVES"
"France",43.75,4.8,"S2724","Les Baux Escanin"
"France",46.4333,1.66667,"S2726","LES BOURIES"
"France",49.99,1.88,"S2727","LES BOUTS DU MONT"
"France",49.3,2.75,"S2728","LES BROUILLARDS"
"France",47.18,5.77,"S2729","LES CARCAILLES"
"France",45.86,4.03,"S2730","LES CHALINAS"
"France",45.95,3.08333,"S2731","LES CHAMBONS"
"France",47.06,5.46,"S2732","LES CHAMPINS"
"France",46.5,4.9833,"S2733","Les Charmes"
"France",48.9,2.2,"S2734","Les Closeaux"
"France",42.85,2.78,"S2735","Les Conques"
"France",44.66,5.71,"S2736","les Correardes"
"France",42.75,2.56,"S2738","Les Coudoumines"
"France",48.63,2.48,"S2739","LES COUDRAIES"
"France",48.4,3.15,"S2740","Les Defriches"
"France",48.1667,2.41667,"S2741","LES DEPENDANCES DE DIGNY"
"France",44.95,5.66,"S2742","LES EMENEES"
"France",48.117,-0.332,"S2743","LES ERVES"
"France",49.29,0.95,"S2746","LES FAUDITS"
"France",48.2333,2.45,"S2747","LES FIEFS"
"France",44.88,1.69,"S2749","LES FIEUX"
"France",49.38,3.75,"S2750","LES FONTINETTES"
"France",44.139,5.953,"S2753","LES GRANGES"
"France",44.7167,1.3,"S2754","Les Graves"
"France",48.546,3.581,"S2755","LES GREVES DE FRECUL"
"France",49.154,-0.364,"S2756","LES HAUTS DE L'ORNE"
"France",47.58,3.78,"S2757","Les HOMMES Grotte"
"France",46.92,5.05,"S2758","LES ILES PERCEES"
"France",43.63,3.9,"S2759","LES JARDINS DE VERT PARC"
"France",45.64,0.19,"S2760","LES JESUITES"
"France",44.99,0.39,"S2761","LES LECHES"
"France",48.9167,2.76667,"S2763","LES LONGUES RAIES"
"France",48.94,2.86,"S2764","LES MONTANS"
"France",44.343,4.753,"S2765","LES MOULINS, Saint Paul Trois Chateaux"
"France",47.86,3.56,"S2767","LES NOISSATS"
"France",48.27,3.722,"S2768","Les Orlets"
"France",45.8184,-0.7264,"S2769","Les Ouchettes"
"France",45.77,3,"S2770","LES PATUREAUX"
"France",48.4188,3.09623,"S2771","Chatenay Les Patures"
"France",45.79,0.35,"S2772","LES PERRATS Grotte"
"France",48.961,3.05,"S2774","LES PETREAUX"
"France",44.07,5.36,"S2777","LES PLANES"
"France",47.28,0.27,"S2779","LES PRAIRIES D'INGRANDES"
"France",50.408,3.061,"S2780","LES PRES LORIBES"
"France",47.06,6.67,"S2781","Les PRES MOUREY"
"France",47.28,5.06,"S2782","LES QUETINIERES"
"France",45.81,0.34,"S2784","LES RENARDIERES"
"France",43.23,0.67,"S2785","LES RIDEAUX"
"France",46.7333,0.533333,"S2787","Les ROCS"
"France",46.493,-1.79549,"S2788","Les Sables d'Olonne la Plage"
"France",46.44,-0.87,"S2789","LES SABLES DE LOI"
"France",48.16,3.26,"S2790","LES SABLONS"
"France",46.4333,5.33333,"S2791","LES TEPPES GROTTE"
"France",43.98,3.25,"S2793","Les USCLADES"
"France",45.84,5.03,"S2794","LES VERNES"
"Sweden",57.61,11.94,"S2796","Letsegården"
"Austria",47.83,16.28,"S2799","Lichtenwörth"
"Germany",53.88,13.46,"S2800","Liepen"
"Germany",54.483,13.517,"S2801","Lietzow-Buddelin"
"Germany",54.483,13.517,"S2802","Lietzow"
"Great Britain",52.3911,-2.3086,"S2803","Lightmarsh Farm"
"Sweden",55.4,13.45,"S2804","Lilla Bedinge"
"France",48.57,-1.85,"S2805","LILLEMER - LA LAVANDERIE"
"Denmark",55.0453,14.8937,"S2809","Limensgård"
"France",43.87,3.33,"S2810","Limonesque"
"France",43.0673,2.22599,"S2811","Limoux, notre dame de Marceille"
"Sweden",57.167,12.3,"S2812","Lindberg"
"Denmark",57.067,9.917,"S2813","Lindholm"
"Sweden",58.41,15.62,"S2814","Linköping"
"Great Britain",55.9754,-3.6186,"S2815","Linlithgow"
"Sweden",56.31,14.25,"S2816","Linnebjär"
"France",48.2167,-3.13333,"S2818","LISCUIS EN LANISCAT"
"Ireland",52.1833,-8.9,"S2819","Lisduggan North"
"Great Britain",55.4945,-5.1126,"S2821","Lithics working site"
"Great Britain",51.6656,-4.7318,"S2822","Little Hoyle Cave"
"France",42.45,2.075,"S2826","LO PLA DEL BACH"
"Germany",51.85,11.67,"S2828","Löbnitz"
"Great Britain",57.5029,-5.9927,"S2829","Loch A Squirt"
"Great Britain",55.2118,-4.3877,"S2830","Loch Doon"
"Great Britain",54.9695,-3.6124,"S2831","Lochhill"
"Great Britain",52.8504,-1.30917,"S2832","Lockington"
"France",47.5667,-2.95,"S2833","LOCMARIAQUER ER GRAH"
"France",47.5715,-2.94971,"S2834","LOCMARIAQUER table des Marchands,"
"Sweden",55.7333,12.9667,"S2835","Löddesborg"
"Sweden",55.4323,14.1134,"S2836","Loderup"
"France",45.68,-0.93,"S2837","LOGIS DE LA LANDE"
"Germany",51.17,9.26,"S2838","Lohne, Hasenberg"
"Germany",51.18,9.26,"S2839","Lohne, Züschen I"
"Germany",50.73,8.63,"S2840","Lohra"
"France",43.685,6.824,"S2841","Lombard Grotte"
"Great Britain",53.6079,-1.9879,"S2842","Lominot Site III"
"Belgium",51.2333,5.3,"S2843","Lommel-Fabriek"
"Great Britain",56.3985,-5.47987,"S2844","Lon Mor"
"France",48.98,1.18,"S2845","LONG BUISSON"
"Belgium",50.7047,5.26805,"S2846","Waremme-Longchamps"
"Great Britain",51.0616,-0.8768,"S2848","Longmoor"
"France",43.4932,6.36156,"S2850","Lorgues dolmen de Roque d'Aille"
"Switzerland",46.4161,7.71639,"S2854","Lötschenpass"
"France",46.42,0.68,"S2855","Loubressac"
"Ireland",53.2124,-7.7766,"S2856","Lough Boora"
"Ireland",52.5196,-8.5304,"S2857","Lough Gur"
"France",43.77,5.35,"S2858","Lourmarin Les Lauzieres"
"Germany",48.9,9.21,"S2861","Ludwigsburg \"Schlößlesfeld\""
"France",44.75,-0.16,"S2862","Lugasson, Roquefort"
"Netherlands",51.2897,5.3201,"S2866","Luiksgestel  "
"Netherlands",51.2833,5.3167,"S2867","Luiksgestel 2"
"Netherlands",52.0836,5.6205,"S2870","Lunteren"
"Poland",54.4184,17.4132,"S2871","Lupawa"
"Great Britain",56.0216,-5.7795,"S2872","Lussa 1"
"Great Britain",56.0207,-5.7794,"S2874","Lussa River"
"France",44.61,4.47,"S2875","Lussas Aven Jacques"
"Great Britain",51.6511,-4.7687,"S2877","Lydstep"
"Sweden",58.3465,11.4258,"S2879","Lyse 7"
"Netherlands",51.2878,5.64,"S2883","Maarheeze"
"Netherlands",52.053,5.3737,"S2884","Maarn de Halm"
"France",46.08,4.06,"S2885","MABLY"
"Great Britain",56.4173,-5.4713,"S2886","MacArthur Cave"
"France",46.99,-1.81,"S2887","Machecoul, Prises"
"France",47.81,3.56,"S2888","MACHERIN"
"Great Britain",56.4507,-5.3097,"S2889","Machrie Moor"
"Ireland",54.9647,-5.9231,"S2890","Mad Man's Window"
"Great Britain",51.834,-2.6575,"S2891","Madawg"
"Great Britain",58.9965,-3.18824,"S2894","Maeshowe"
"Germany",52.07,11.66,"S2896","Magdeburg-Salbke"
"Great Britain",50.6949,-2.46723,"S2902","Maiden Castle"
"France",43.3,2.82,"S2903","Mailhac saint jean de Cas"
"France",45.66,-0.18,"S2905","Mainxe, Montagant  I Est"
"France",45.66,-0.18,"S2906","Mainxe, Montagant II"
"France",45.6602,-0.18,"S2907","Mainxe, Montagant"
"France",49.64,5.02,"S2908","Mairy"
"France",43.8,5.03,"S2915","MALVOISIN"
"Netherlands",52.445,6.826,"S2920","Mander 1957"
"France",47.58,-3.08,"S2923","Mané-Miguel Y (Mont St. Michel, Carnac)"
"Switzerland",47.2555,8.69697,"S2925","Männedorf"
"France",47.45,7.23,"S2926","Mannlefelsen"
"Great Britain",53.6115,-1.9879,"S2927","March Hill "
"Great Britain",53.6115,-1.9879,"S2928","March Hill II"
"Great Britain",51.3232,-1.8708,"S2930","Marden"
"Andorra",42.46,1.49,"S2931","Margineda"
"Netherlands",52.509,6.5736,"S2933","Marienberg Overijssel"
"Netherlands",52.5304,6.5743,"S2934","Marienberg"
"Netherlands",52.2724,6.5291,"S2938","Markelo-Friezenberg"
"Great Britain",53.2693,-1.2352,"S2939","Markland Grips"
"France",49.06,6.15,"S2940","MARLY"
"Belgium",50.93,4.75,"S2942","Marrant"
"France",48.09,3.24,"S2943","Marsangy"
"Great Britain",51.4021,-1.39617,"S2944","Marsh Benham"
"France",43.33,5.06,"S2946","Martiques La Couronne"
"Great Britain",54.1261,-1.4154,"S2947","Marton-le-Moor"
"Sweden",59.25,17.88,"S2949","Masmo"
"Belgium",50.5153,4.0483,"S2952","Mastellebrug"
"Poland",52.75,18.26,"S2955","Inowrocław Mątwy 5"
"Switzerland",47.3397,8.66881,"S2956","Maur"
"Germany",50.32,7.22,"S2957","Mayen"
"Belgium",51.4333,4.7333,"S2959","Meer I, Meirberg"
"Belgium",51.4333,4.7333,"S2960","Meer II, Meirberg"
"Belgium",51.4425,4.7358,"S2961","Meerberg"
"France",47.47,-0.56,"S2963","MEGALITHE DU CHATEAU"
"Germany",53.6333,10.1666,"S2966","Meiendorf 9"
"Great Britain",56.1361,-4.0503,"S2967","Meiklewood"
"France",44.24,4.37,"S2971","Mejanes Le Clap grotte de Theris"
"Great Britain",55.6506,-3.2635,"S2972","Meldon Bridge"
"France",49.41,4.014,"S2973","Menneville, Derrière le Village"
"Netherlands",51.5297,5.9297,"S2975","Merselo"
"France",48.93,4.03,"S2976","Mesnil-sur-Oger, Les Mournouards"
"Switzerland",46.3919,9.23278,"S2977","Mesocco - Tec Nev"
"France",46.04,4.76,"S2979","MESSIMY"
"France",46.49,5.72,"S2981","MEUSSIA"
"France",43.42,3.5,"S2983","Meze, Raffegues"
"Great Britain",54.9915,-2.61106,"S2985","Midgeholme Moss"
"Netherlands",53.108,6.671,"S2986","Midlaren"
"Great Britain",57.0045,-2.49025,"S2987","Midtown"
"Poland",50.3392,20.5839,"S2990","Miernow"
"Netherlands",51.5,5.8166,"S2995","Milheeze II"
"Great Britain",51.4422,-1.85798,"S2997","Millbarrow"
"Great Britain",51.5803,-0.5335,"S3001","Misbourne Viaduct"
"Netherlands",51.5645,5.4926,"S3003","Moerkuilen"
"Czech Republic",49.7833,16.9167,"S3004","Mohelnice"
"Austria",48.63,15.67,"S3005","Mold"
"Netherlands",51.8767,4.825,"S3006","Molenaarsgraaf"
"Sweden",57.42,18.31,"S3008","Mölner"
"Germany",53.02,10.6,"S3010","Molzen"
"Great Britain",55.5136,-5.14,"S3011","Monamore"
"Great Britain",54.3478,-1.0845,"S3013","Money Howe I"
"Great Britain",54.3152,-3.4067,"S3014","Monk Moors"
"Ireland",53.7241,-6.4862,"S3015","Monknewtown"
"France",44.18,5.2,"S3016","MONT VENTOUX 4"
"Belgium",50.64,4.25,"S3017","Mont-à-Henry"
"Switzerland",46.6467,6.40942,"S3018","Mont-la Ville - col de Mollendruz, Abri Freymond"
"Belgium",50.4,4.42,"S3020","Mont-sur-March"
"France",49.3,3.58,"S3022","Montbani"
"France",47.65,6.83,"S3023","Montbelliard"
"France",42.48,2.65,"S3024","Montbolo"
"France",44.26,4.39,"S3025","Montclus, grotte du Prevel"
"France",44.25,4.43,"S3026","Montclus, grotte du Traves"
"France",45.66,-0.47,"S3036","Montils, Moulin de Vent"
"France",48.11,2.11,"S3037","Montingny, La Maison Rouge"
"France",44.67,5.38,"S3038","Montmour an Diois Antonnaire"
"France",44.68,5.34,"S3039","Montmour Le Fournet"
"France",42.65,2.68,"S3041","MONTOU"
"France",43.57,3.96,"S3042","Montpellier Richemont"
"France",43.78,6.09,"S3043","Montpezat grotte Muree"
"Belgium",51.32,4.57,"S3044","Moordenaarsven"
"Austria",47.81,13.39,"S3045","Mooswinkel"
"Great Britain",56.4206,-2.8641,"S3046","Morton A"
"Great Britain",56.4206,-2.8641,"S3047","Morton B"
"Sweden",55.417,13.6329,"S3049","Mossby"
"Great Britain",53.2627,-1.1964,"S3051","Mother Grundy's Parlour"
"France",43.48,-1.55,"S3053","MOULIGNA"
"France",43.45,1.32,"S3054","MOULIN DE LA GARONNE"
"Ireland",55.113,-6.66457,"S3057","Mount Sandel"
"France",44,4.93,"S3058","Mourre de Seve "
"France",44.03,4.84,"S3059","MOURRE DU TENDRE"
"France",43.18,2.65,"S3060","Moux les Chambres d'Alaric"
"Ireland",53.82,-6.76,"S3061","Moynagh Lough"
"Germany",51.3,11.81,"S3062","Mücheln, Galgenhügel"
"Germany",50.75,6.66,"S3064","Müddersheim"
"Great Britain",53.3044,-4.6837,"S3066","Multiphase site"
"Sweden",58.07,11.86,"S3069","Munkeröd"
"France",43.44,1.31,"S3074","Muret, Lapeyrere"
"Switzerland",46.9259,7.12599,"S3077","Murten - Vorder Prehl 3"
"Great Britain",51.7536,-5.2009,"S3081","Nab Head Site I"
"Great Britain",51.7536,-5.2009,"S3082","Nab Head Site II"
"Sweden",55.6,14.21,"S3084","Näbbe mosse"
"Netherlands",52.6444,5.7222,"S3086","Nagele Flevoland"
"Great Britain",51.6409,-4.68108,"S3092","Nanna's Cave"
"France",43.4,1.65,"S3093","NARBONS"
"Germany",53.5112,11.1621,"S3094","Naschendorf"
"Sweden",57.55,18.13,"S3095","Nasume"
"Austria",47.6132,16.5433,"S3098","Neckenmarkt"
"France",45.84,0.14,"S3099","NECROPOLE DE LA BOIXE DOLMEN C"
"Netherlands",51.269,5.799,"S3101","Nederweert -De Banen"
"Germany",54.33,11.05,"S3108","Neukirchen-Sütel"
"France",48.2,1.54,"S3109","NEUVY EN DUNOIS"
"Great Britain",54.9743,-3.3047,"S3112","Newbie Cottage"
"Ireland",54.8216,-6.4579,"S3113","Newferry"
"Ireland",53.6948,-6.47555,"S3114","Newgrange"
"Great Britain",55.76,-6.211,"S3115","Newton"
"Poland",51.3333,23.4833,"S3116","Nieborowa"
"Germany",50.4833,7.4833,"S3117","Niederbieber"
"Germany",51.27,11,"S3118","Niederbösa"
"Germany",50.884,6.266,"S3119","Niedermerz 1"
"Germany",50.88,6.27,"S3120","Niedermerz 3"
"Germany",50.2548,7.8963,"S3121","Niedertiefenbach"
"Switzerland",47.5539,8.86072,"S3122","Niederwil - Egelsee"
"Switzerland",47.2118,8.45062,"S3123","Niederwil"
"Poland",50.22,20.1,"S3124","Niedzwiedz"
"Poland",50.7195,16.836,"S3126","Niemcza"
"Netherlands",52.75,6.97,"S3127","Nieuw Dordrecht"
"Netherlands",52.6462,6.9869,"S3128","Nieuw-Schoonebeek"
"Netherlands",51.5522,5.4848,"S3129","Nijnsel"
"France",48.37,2.49,"S3134","Noisy-sur-Ecole, Le paradis"
"Netherlands",52.775,6.8886,"S3135","Noordbarge"
"Denmark",55.04,14.92,"S3136","Nordre Grödbygård"
"Great Britain",51.172,-1.825,"S3137","Normanton Down"
"France",48.4,4.36,"S3138","NORROIS"
"Great Britain",56.0818,-5.7211,"S3140","North Carn"
"Great Britain",51.5655,-1.1184,"S3141","North Stoke"
"Germany",51.72,9.96,"S3143","Northeim, Kiessee"
"Great Britain",57.8117,-7.0915,"S3144","Northton"
"Germany",51.92,7.35,"S3145","Nottuln"
"Czech Republic",50.2333,15.5,"S3148","Nový Bydzov"
"Poland",50.07,20.04,"S3150","Nowa Huta, Kraków-Mogila"
"Poland",51.08,21.16,"S3152","Nowy Mlyn"
"France",48.46,3.33,"S3154","Noyen sur seine"
"France",48.46,3.33,"S3155","NOYEN, Le Barrage"
"Netherlands",53.21,6.58,"S3156","NP-16"
"Great Britain",51.2439,-1.52719,"S3157","Nutbane"
"Sweden",56.03,14.47,"S3158","Nymölla I"
"Great Britain",51.1148,-0.8898,"S3159","Oakhanger Warren Site VII"
"Great Britain",51.1121,-0.8942,"S3160","Oakhanger Warren"
"Great Britain",51.1087,-0.9143,"S3161","Oakhanger"
"France",47.46,7.24,"S3162","Oberlag, Abri du Mannlefelsen"
"Germany",51.64,8.66,"S3163","Oberntudorf"
"Germany",48.79,12.64,"S3164","Oberschneiding"
"Great Britain",54.3125,-3.4066,"S3167","Occupation material in alluvial sediments"
"Germany",51.78,9.87,"S3169","Odagsen I"
"Netherlands",52.857,6.839,"S3174","Odoorn"
"Sweden",58.55,11.38,"S3175","Ödsmål"
"Great Britain",50.8882,-0.0122,"S3176","Offham Hill"
"Germany",48.82,10.42,"S3177","Riesbürg \"Ofnethöhle\""
"Sweden",58.43,13.66,"S3178","Öglunda"
"Great Britain",51.4674,-3.6371,"S3179","Ogmore-by-Sea"
"Great Britain",51.6342,-4.68,"S3180","Ogof-yr-ychen"
"Netherlands",51.5019,5.3081,"S3186","Oirschot"
"Sweden",57.25,12.19,"S3190","Olas"
"Netherlands",53.0569,5.8886,"S3191","Oldeboorn"
"Netherlands",52.9058,6.0097,"S3192","Oldeholtwolde"
"Germany",54.2973,10.8537,"S3193","Oldenburg Dannau"
"Germany",54.133,10.21,"S3194","Oldendorf"
"Austria",48.593,16.46,"S3195","Olgersdorf"
"Poland",50.0667,19.8333,"S3196","Olszanica"
"Netherlands",53.0583,7.05134,"S3197","Onstwedder Holte"
"Netherlands",52.7258,5.09154,"S3198","Oostwoud"
"Poland",52.61,18.55,"S3199","Opatowice"
"Great Britain",51.5647,-0.1877,"S3201","Open site"
"Isle of Man",51.56,-4.3,"S3202","Open working site 200m from promontory fort"
"France",44.1,4.82,"S3203","Orange, La Bertaude"
"Germany",51.15,11.18,"S3207","Orlishausen"
"France",45.87,-1.21,"S3208","Ors, Ile d'Oleron"
"Great Britain",51.4998,0.377925,"S3209","Orsett"
"France",46.73,2.48,"S3211","ORVAL"
"Germany",52.03,11.24,"S3212","Oschersleben"
"Austria",48.27,15.71,"S3214","Ossarn"
"Great Britain",53.0833,-1.85,"S3215","Ossom's Cave"
"Germany",52.02,7.21,"S3216","Osterwick-Höven"
"Sweden",55.41,13.5,"S3219","Östra Vemmenhög"
"Netherlands",51.8918,4.87166,"S3226","Ottoland, Kromme Ellebog"
"Netherlands",53.05,6.64,"S3228","Oudemolen"
"Belgium",50.5,5.8,"S3231","Ourlaine"
"France",46.7,4.93,"S3232","Ouroux-sur-Saône"
"France",43.29,2.97,"S3233","Ouveillan Les Courondes"
"France",43.26,2.97,"S3234","Ouveillan Roqevaquieres"
"France",43.3,2.97,"S3235","Ouveillan Valentines"
"Sweden",58.89,17.49,"S3240","Överåda"
"Sweden",57.76,18.45,"S3241","Överstekvarn"
"Great Britain",51.7463,-1.2554,"S3242","Oxford BT Tunnel"
"Belgium",51.39,4.96,"S3243","Paardsdrank"
"Ireland",53.4373,-6.1593,"S3244","Paddy's Hill"
"Great Britain",54.2133,-0.4234,"S3247","Palynology monolith"
"France",49.14,-0.37,"S3248","PARC D'ACTIVITE 2000"
"France",48.82,2.22,"S3250","PARC DU BRINBORION"
"Great Britain",51.5878,-4.1118,"S3251","Parc le Breos"
"France",43.45,2.84,"S3253","Pardailhan, grotte Tournie"
"Great Britain",56.1437,-4.2474,"S3256","Parks of Carden"
"Sweden",59.1052,17.5626,"S3257","Pärlängsberget"
"Germany",54.35,13.083,"S3258","Parow"
"France",44.98,5.46,"S3262","Pas de la Charmate"
"France",45.19,5.49,"S3263","Pas de Lechelle"
"France",48.1,3.26667,"S3266","PASSY"
"Great Britain",51.5498,-4.2546,"S3267","Paviland Cave"
"Great Britain",54.2231,-0.4154,"S3268","peat site"
"Great Britain",57.1243,-2.6987,"S3270","Peel of Lumpanan"
